base_name,extension,first_frame,last_frame,frame_count,missing_frame_count,total_size_bytes,total_size_human,directory,first_frame_path,width,height,fps,codec,pix_fmt,duration_sec
BREVER,.jpg,1,3,3,0,1347093,1.3 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\BREVERCH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\BREVERCH\BREVER01.jpg,,,,,,
CHAISE,.jpg,1,3,3,0,622578,608.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\CHAISE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\CHAISE\CHAISE01.jpg,,,,,,
CORBU,.jpg,201,203,3,0,716410,699.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\CORBUSI2,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\CORBUSI2\CORBU201.jpg,,,,,,
CORBUS,.jpg,1,3,3,0,953197,930.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\CORBUSIE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\CORBUSIE\CORBUS01.jpg,,,,,,
GARRIT,.jpg,1,3,3,0,643105,628.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\GARRITRI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\GARRITRI\GARRIT01.jpg,,,,,,
GEHRYC,.jpg,1,3,3,0,847785,827.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\GEHRYCHA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\GEHRYCHA\GEHRYC01.jpg,,,,,,
HOPECH,.jpg,1,3,3,0,634083,619.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\HOPECHAI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\HOPECHAI\HOPECH01.jpg,,,,,,
JACOBS,.jpg,1,3,3,0,721623,704.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\JACOBSEN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\JACOBSEN\JACOBS01.jpg,,,,,,
LLOYDC,.jpg,1,3,3,0,577760,564.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\LLOYDCHA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\LLOYDCHA\LLOYDC01.jpg,,,,,,
MALLET,.jpg,1,3,3,0,723247,706.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\MALLETCH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\MALLETCH\MALLET01.jpg,,,,,,
SERRIT,.jpg,1,3,3,0,783528,765.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\SERRITRI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\SERRITRI\SERRIT01.jpg,,,,,,
SINGLE,.jpg,1,3,3,0,773409,755.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\SINGLE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\SINGLE\SINGLE01.jpg,,,,,,
SOFA,.jpg,1,3,3,0,591009,577.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\SOFA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\DESIGN_F\SOFA\SOFA_01.jpg,,,,,,
AIWALK,.jpg,1,3,3,0,727565,710.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\AIWALKMA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\AIWALKMA\AIWALK01.jpg,,,,,,
ASPES,.jpg,101,103,3,0,611743,597.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\ASPES141,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\ASPES141\ASPES101.jpg,,,,,,
AUTOW,.jpg,1,3,3,0,713905,697.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\AUTOW,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\AUTOW\AUTOW_01.jpg,,,,,,
CAFETA,.jpg,1,3,3,0,688135,672.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\CAFETALG,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\CAFETALG\CAFETA01.jpg,,,,,,
CASETT,.jpg,1,3,3,0,738104,720.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\CASETTE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\CASETTE\CASETT01.jpg,,,,,,
CPU,.jpg,1,3,3,0,562884,549.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\CPU,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\CPU\CPU_01.jpg,,,,,,
E,.jpg,9000001,9000003,3,0,623957,609.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\E900002,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\E900002\E9000001.jpg,,,,,,
ELECTA,.jpg,1,3,3,0,1151975,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\ELECTAIR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\ELECTAIR\ELECTA01.jpg,,,,,,
ELECTI,.jpg,1,3,3,0,916810,895.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\ELECTIRO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\ELECTIRO\ELECTI01.jpg,,,,,,
FLOPPY,.jpg,1,3,3,0,629734,615.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\FLOPPY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\FLOPPY\FLOPPY01.jpg,,,,,,
FORMAP,.jpg,1,3,3,0,648866,633.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\FORMAPH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\FORMAPH\FORMAP01.jpg,,,,,,
HAIRDR,.jpg,1,3,3,0,535500,522.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\HAIRDR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\HAIRDR\HAIRDR01.jpg,,,,,,
JUICER,.jpg,1,3,3,0,557700,544.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\JUICER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\JUICER\JUICER01.jpg,,,,,,
KEYBOA,.jpg,1,3,3,0,777333,759.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\KEYBOARD,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\KEYBOARD\KEYBOA01.jpg,,,,,,
MAGNAD,.jpg,1,3,3,0,875000,854.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\MAGNAD,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\MAGNAD\MAGNAD01.jpg,,,,,,
METZFI,.jpg,1,3,3,0,816419,797.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\METZFIN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\METZFIN\METZFI01.jpg,,,,,,
MICROP,.jpg,1,3,3,0,815166,796.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\MICROP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\MICROP\MICROP01.jpg,,,,,,
MONITO,.jpg,1,3,3,0,1461133,1.4 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\MONITOR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\MONITOR\MONITO01.jpg,,,,,,
NOKIA,.jpg,1,3,3,0,577676,564.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\NOKIA,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\NOKIA\NOKIA_01.jpg,,,,,,
PUBLIC,.jpg,1,3,3,0,690189,674.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\PUBLICPH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\PUBLICPH\PUBLIC01.jpg,,,,,,
SINGER,.jpg,1,3,3,0,996473,973.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\SINGER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\SINGER\SINGER01.jpg,,,,,,
SOLACM,.jpg,1,3,3,0,619991,605.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\SOLACM55,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\SOLACM55\SOLACM01.jpg,,,,,,
TELEFO,.jpg,1,3,3,0,616301,601.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\TELEFONO,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\TELEFONO\TELEFO01.jpg,,,,,,
TV70,.jpg,1,3,3,0,696246,679.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\TV70,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\TV70\TV70_01.jpg,,,,,,
T_BLAC,.jpg,1,3,3,0,653765,638.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\T_BLACK,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\T_BLACK\T_BLAC01.jpg,,,,,,
B_DPLA,.tif,1,2,2,0,1560988,1.5 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\T_BLACK\T_BLACK,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\T_BLACK\T_BLACK\B_DPLA01.TIF,,,,,,
VHSTAP,.jpg,1,3,3,0,646064,630.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\VHSTAPE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\VHSTAPE\VHSTAP01.jpg,,,,,,
WALLLA,.jpg,1,3,3,0,555174,542.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\WALLLAMP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\WALLLAMP\WALLLA01.jpg,,,,,,
WASHMA,.jpg,1,3,3,0,606801,592.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\WASHMACH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ELECTRIC\WASHMACH\WASHMA01.jpg,,,,,,
500D,.jpg,1,3,3,0,656214,640.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\500D,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\500D\500D_01.jpg,,,,,,
ABEJET,.jpg,1,3,3,0,636787,621.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\ABJETR2,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\ABJETR2\ABEJET01.jpg,,,,,,
AH11,.jpg,1,3,3,0,741549,724.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH11,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH11\AH11_01.jpg,,,,,,
AH11PA,.jpg,1,2,2,0,21091,20.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH11\AH11,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH11\AH11\AH11PA01.JPG,,,,,,
AH12,.jpg,1,3,3,0,721612,704.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH12,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH12\AH12_01.jpg,,,,,,
AH12PA,.jpg,1,2,2,0,21091,20.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH12\AH12,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH12\AH12\AH12PA01.JPG,,,,,,
AH_1W,.jpg,1,3,3,0,729694,712.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH_1W,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\AH_1W\AH_1W_01.jpg,,,,,,
ALOUET,.jpg,1,3,3,0,699994,683.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\ALOUETTE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\ALOUETTE\ALOUET01.jpg,,,,,,
APACHE,.jpg,1,3,3,0,741024,723.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\APACHE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\APACHE\APACHE01.jpg,,,,,,
BELL,.jpg,2201,2203,3,0,638361,623.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\BELL222,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\BELL222\BELL2201.jpg,,,,,,
BELLH,.jpg,101,103,3,0,754961,737.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\BELLH13,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\BELLH13\BELLH101.jpg,,,,,,
BO105,.jpg,1,3,3,0,703197,686.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\BO105,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\BO105\BO105_01.jpg,,,,,,
CHIN,.jpg,1,3,3,0,702905,686.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\CHIN,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\CHIN\CHIN_01.jpg,,,,,,
HOKUM,.jpg,1,3,3,0,779996,761.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\HOKUM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\HELICOPT\HOKUM\HOKUM_01.jpg,,,,,,
